"","P1","P10","P2","P3","P4","P5","P6","P7","P8","P9"
"ENSMUSG00000001773",0,5,0,0,0,2,0,1,1,2
"ENSMUSG00000001774",1031,900.094345288526,886.518308569289,790.217196113755,994.195397810834,813.094592807304,557.311939855222,569.981946943578,711,462.283978448751
"ENSMUSG00000001783",1305,1315,1616,1203,1464,1619,1156,967,1179,1244
"ENSMUSG00000001785",286,316,324,294,325,351,294,263,289,311
"ENSMUSG00000001786",189,289,216,277,329,298,246,234,259,193
"ENSMUSG00000001794",1687,1768,2275,1585,2180,2342,1769,1361,1413,1413
"ENSMUSG00000001802",31.0407985503798,671.075020007168,132.083107174177,428,711,466,590.063029443323,533,578,380.052133782373
"ENSMUSG00000001804",3,0,9,0,0,0,0,0,0,0
"ENSMUSG00000001815",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001819",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001823",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001827",26,177,66,140,199,182,151,121,153,152
"ENSMUSG00000001829",323,505,462,361.657987880264,576.58919167381,475,415,386.625244417027,422,396
"ENSMUSG00000001833",1273,1355.0114716183,1116.02050136262,1153,1320.03014169948,1216.00239501073,1018.00722011603,1001.02138908081,1197.00353059157,1027
"ENSMUSG00000001844",186,229,285,216,281,274,220,181,174,163
"ENSMUSG00000001847",3317,2287,4063,2215,2667,2731,2035,1734,1894,1839
"ENSMUSG00000001855",494.292193313738,682.021049276669,555,557,711.017874468486,494,555,521,573,520
"ENSMUSG00000001864",10,3,7,8,7,16,9,3,8,3
"ENSMUSG00000001865",12,24,1,4,49,68,16,8,21,18
"ENSMUSG00000001870",54,47.8579746278043,28,35,113,146,58,45,31.667597368175,67.0377447803393
"ENSMUSG00000001891",959,401,1315,565,544,641,400,321,387,346
"ENSMUSG00000001901",37,533,134,319,598,317,339,412.242715595321,338,299
"ENSMUSG00000001909",376,471,557.002330499099,391,431,460.004667440634,446,330,327,409
"ENSMUSG00000001910",1270,1183,1854,1115,1418,1120,974,940,929,920.906349387613
"ENSMUSG00000001911",366.001028310133,439.000492290591,754.001063821721,436,522,331.000121284371,398,292.00052692555,326.004135167913,338
"ENSMUSG00000001918",635,369,444,286,263,377,325,263,175,557
"ENSMUSG00000001924",3555.14446020173,4145.25184450777,4918.73671495581,3375.19477889962,4606.24977152136,3868.10383025136,3584,3197.22476656152,3470.99588542618,2964.98957028155
"ENSMUSG00000001930",243.011923818077,156.021080955875,63.0340942065939,81,93,77,175,75,33.0115502815181,138.217439454455
"ENSMUSG00000001942",419,412,640,501,561,391,401.116816379207,341,386,308.161094832746
"ENSMUSG00000001943",233,17,105,25,19,36,33,16,14,31
"ENSMUSG00000001946",129,350,77,234,363,353,460,307,243,330
"ENSMUSG00000001948",10,71,30,59,74,82,70,60,75,56
"ENSMUSG00000001962",266,327,305,288,402,403,295,256,241,223
"ENSMUSG00000001964",307.721608831288,424.012515017286,329.012395312748,342.421875156337,464.083130376566,488.409285657543,395.329796975134,293.261560742171,319.883779870165,334.626680776196
"ENSMUSG00000001983",179,111,325,122,136,118,84,71,68,62
"ENSMUSG00000001985",3.00142633172756,11.3860585581647,4.41143766314561,2.00020920743277,14.0037780747617,5.0010540858266,4.17769096315142,7.00091036771375,12.0010752971714,9.00244579972377
"ENSMUSG00000001986",42.0297604431931,170.085288499705,35.6788712385193,158,215.136942852184,195.001442705563,128.065445116791,169.168768295481,188.091700154178,152.001201840249
"ENSMUSG00000001988",0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000001995",286,259,427,239,274,193,138,118,201,154
"ENSMUSG00000001998",118.449978201122,144.02049579322,114.804715208239,116.007347614951,136.01013900564,57.0240299589295,116.015514415825,124,128.918764697493,107.000190780981
"ENSMUSG00000001999",169,101,220,101,130,144,102,95,96,80
"ENSMUSG00000002006",35,412,106,344,524,335,331,280,385,246
"ENSMUSG00000002007",51,27,7,54,43,81,10,19,12,30
"ENSMUSG00000002010",1587,1110,2568,1223,1587,1620,1250,1025,1015,965
"ENSMUSG00000002012",4,71,26,71,80,58,49,62,56,41
"ENSMUSG00000002014",1585,2721,2001,2255,3748,3947,3622,2810,3079,2586
"ENSMUSG00000002015",1491,772,2065,875,920,1250,698,553,651,572
"ENSMUSG00000002017",397,691,487,600,818,694,485,473,556,401
"ENSMUSG00000002020",213,66,23,71,54,97,27,31,25,54
"ENSMUSG00000002028",1349,2369,995,1650,1994,910,1522,1740,2424,1591
"ENSMUSG00000002031",225.242249359135,412.47017222735,325.074000910979,357.465124672282,484.049406012399,418.116221928047,485.918070721178,413.986118651541,403,368.508180526347
"ENSMUSG00000002032",46,121,86,132,187,131,133,99,122,90
"ENSMUSG00000002033",717,95,122,129,92,154,12,15,11,66
"ENSMUSG00000002043",199,136,355,131,188,264,180,102,129,102
"ENSMUSG00000002052",1378.03089623278,2089,1853,1697.00633305003,2196.01159764359,1634,1647.90026518266,1516.82060054952,1946,1551
"ENSMUSG00000002055",287,39.0099525442741,553.043923812758,119,107,132,62.0038903343365,43.0001523328277,21.0001792744605,16
"ENSMUSG00000002057",0,3.00007940300026,1.00008481408349,0,13.0007178704852,4.0002380122254,4.00032306377019,3.00012097021987,1.00002281005195,0
"ENSMUSG00000002058",106,155,70,151,195,223,153,128,137,108
"ENSMUSG00000002059",21,157.037077409117,52.0160261237027,128.000707257459,214.997490022152,191,173.059843060787,146.975512762111,151,127.003023997979
"ENSMUSG00000002064",496,487,605,490,659,663,586,406,493,458
"ENSMUSG00000002068",106,48,100,86,80,101,41,41,42,34
"ENSMUSG00000002076",4,1.00000081974569,2,2,5,3,1,0,1,1
"ENSMUSG00000002083",74,126,79,93,166,125,131,100,93,98
"ENSMUSG00000002100",2,1,0,0,0,0,0,1,1,0
"ENSMUSG00000002102",1242,815,1761,811,948,1087,791,539,678,655
"ENSMUSG00000002103",560.292134358288,763,713,711,919,759.027466600787,718,725,769,648
"ENSMUSG00000002104",3,0,0,2,4,1,0,0,1,1
"ENSMUSG00000002105",117,483,160,338,617,476,482,430,418,364
"ENSMUSG00000002107",701,511,116,471,425,395,268,289,340,436
"ENSMUSG00000002108",398,169,698,203,262,296,147,109,131,129
"ENSMUSG00000002109",146,80,106,89,75,90,61,66,45,52.0499137224936
"ENSMUSG00000002111",181,122,23,122,112,207,135,57,55,72
"ENSMUSG00000002129",860,844,1091,704,909,784,568,519,620,597
"ENSMUSG00000002147",1674,720,1773,846,843,874,651,488,558,647
"ENSMUSG00000002190",10,12,3,4,10,7,4,14,6,10
"ENSMUSG00000002204",430.04165687338,385.034862606075,27.1587349498194,199.02730933398,187.016681118988,528.073310380635,87.0135714330724,123.022821431943,106.012263107353,365.061399510288
"ENSMUSG00000002205",522,418.000646817847,753,421.023169023328,541.345832060646,536,419,308.673390005152,350.102660915295,336.008334655921
"ENSMUSG00000002210",244.08046324056,297.271413576879,306.056724936765,231.002585801348,354.005530557268,323.632420979057,280.71736568863,232.613274686748,255.132403005072,215.204135223158
"ENSMUSG00000002221",445.006883435854,2960.5126719298,812.021042058021,1599.39791715434,2167.84842062642,1211.2086172769,2170.23512437215,2313.82112084638,2339.61778642489,2123.78128669007
"ENSMUSG00000002222",1315,2152,1678,1845,2173,1467,1947,1888,2201,1908
"ENSMUSG00000002227",806,170,1330,380,348,342,171,135,155,116
"ENSMUSG00000002228",198,41,357,66,96,75,16,5,6,8
"ENSMUSG00000002233",872,245,1540,360,416,515,247,142,154,179
"ENSMUSG00000002240",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249",151,29,379,59,70.0001765401732,58,38,23,32,43
"ENSMUSG00000002250",1111,574.114011201999,1630.00055689035,628,747.09666501653,644,537.12844368164,452.000489184801,407,529.098848879597
"ENSMUSG00000002257",238,99,31,75,76,125,45,49,33,55
"ENSMUSG00000002265",971,13920,3059,9781,14788,7080,10811,12376,13234,9355
"ENSMUSG00000002266",51.0748779885448,417.511834826285,147.431848852202,476.467087172477,585.049095506715,357.416318819221,338.597910070877,409.545545718025,448.390153921694,329.459471535374
"ENSMUSG00000002274",59,30,25,42,53,45.3919532955439,41,19,29,44
"ENSMUSG00000002279",175.00230105983,276,264.008185441733,226.007976864201,351,362,319,260,303,241.009140037688
"ENSMUSG00000002280",229,255,374,232,291,295,261,221,246,200
"ENSMUSG00000002289",262.003278152467,147.004059202329,629.00769279103,182.021013366461,143.009569891393,198.002592065488,139.002547317547,70.8567073626432,66.0017238385966,132.004597450538
"ENSMUSG00000002297",220.385157106579,59.1543645838914,219.345983316325,87,71.0663653047895,105.709630989274,35.1021000997474,50.1937281246594,41,43.2104171669024
"ENSMUSG00000002307",357,348,547,292,367,337,289,245,291,285
"ENSMUSG00000002308",84,126,142,116,156,144,146,99,111,117
"ENSMUSG00000002319",362,979.208696622889,535.468595742017,735,1099.50806786738,845.911898758125,1089.68789037454,755.777124620009,857.558465335099,883
"ENSMUSG00000002320",987,768.542895900439,1520.21513264258,772,1151.11285531994,995.679433119404,768.721730876146,684.569517818013,749.233472506618,575
"ENSMUSG00000002324",410,366,989,410,624,592,464,277,306,257
"ENSMUSG00000002325",549.964817315798,296,802.149753656801,303.269000579114,307.301465585132,313.241054355143,261,217,228,294.071852837493
"ENSMUSG00000002326",191,152,250,134,148,215,114,84,112,94
"ENSMUSG00000002329",441,275,699,330,395,450,273,189,266,203
"ENSMUSG00000002332",3007,451,4954,1134,1082,1385,441,293,413,292
"ENSMUSG00000002341",1.00003845055041,9.0004181581953,3.02318866325872,1.00462477959223,2.01169673180603,1.00005060514048,2.00006174390221,5.00020716550703,3.01319853069484,7.05963293416071
"ENSMUSG00000002342",264,383,504,346,444,419,366,300,338,306
"ENSMUSG00000002343",73,90,90,74,115,109,83,61,77,66
"ENSMUSG00000002345",230,178,234,185,204,233,150,141,145,114
"ENSMUSG00000002346",215.711517190793,452.344197193772,287.180901107762,314.814255584274,559.849481178112,384.09494564826,423.178243477083,399.392580989762,395.674215876896,306.342105856654
"ENSMUSG00000002365",1330,629,1932,700,769,821,543,447,547,445
"ENSMUSG00000002372",593.23255158848,823.479218442269,748.107742776067,670.00239855239,906.11164627848,828.003271155859,758.129557220006,598.603864768203,623.187785790244,586.829734290307
"ENSMUSG00000002379",680,434,1112,466,650,723,550,348,380,338
"ENSMUSG00000002384",3,3,7.00182187389657,7,5.11086544748953,0,2,0,0,4
"ENSMUSG00000002393",390,320,790,343,466,413,362,271,273,273
"ENSMUSG00000002395",509,450,600,457,544,618,490,339,371,432
"ENSMUSG00000002396",128,191,151,139,194,155,121,125,148,120
"ENSMUSG00000002409",151,352,272,248,349,220,328,274,250,255
"ENSMUSG00000002413",346,1336,455,1034,1367,772,1074,1021,1420,1014
"ENSMUSG00000002416",434.538159050427,368.928456189821,716.412562389422,344.131873571912,468.511305248125,515.575293888955,353.123825280494,294.994299620873,331.573112457259,299.916517316985
"ENSMUSG00000002428",374,583.876395027538,424,451,703.002025128317,451,456,438,481.920889493757,447
"ENSMUSG00000002455",648,1092,775,845,1152,956,885,721,860,761
"ENSMUSG00000002458",296,140,30,125,132,211,84,74,68,107
"ENSMUSG00000002459",3.00025523785443,8.198963745225,4.04325842686982,6.26520627562537,4.24276924721864,6.0685398366269,2.00019384931583,6.01951746249981,7.00096159379162,7.00046888317512
"ENSMUSG00000002475",844,241,1351,345,336,376,176,145,217,128
"ENSMUSG00000002477",237,148,321,143,161,265,132,98,109,136
"ENSMUSG00000002486",64.5881930479148,160,56.6822229010981,111.030925112562,131.380933731012,119.000055129719,119,115,122.233207815617,89
"ENSMUSG00000002489",177,114,136,122,120,115,143,95,119,98
"ENSMUSG00000002496",701.425436056866,1296.06073085467,1057.40740081035,1044.66745441811,1492,1034,1178.62957915075,1126.07088761748,1104,1052.00008159553
"ENSMUSG00000002500",0,0,0,0,0,2,1,0,0,0
"ENSMUSG00000002504",188,397,161,286,453,446,451,342,351,357
"ENSMUSG00000002524",913,1173,1127,941,1291,1322,1091,862,914,880
"ENSMUSG00000002546",719,1747.99503981973,1144,1239,1888,1342,1410,1350,1516,1141
"ENSMUSG00000002550",505,376,815.842399137057,369,518,508.788857638318,319,327,320,274
"ENSMUSG00000002565",466,29,1065.27939353545,159,98,167,33,13,17,12.8340708633437
"ENSMUSG00000002578",34.0006851374276,134.303750167648,28.1533155157907,84.0037544829373,83.7493078059107,86.0280261049244,151.987257554502,131.041041634287,138.009511501833,260.187205116007
"ENSMUSG00000002580",410,518,556,480,661,770,576,439,559,463
"ENSMUSG00000002588",0,0,5,0,6,4,0,1,1,0
"ENSMUSG00000002602",236,273,41,202,260,358,238,137,194,215
"ENSMUSG00000002603",499.435138330985,273.00532615366,67.3333236064772,215.31528899887,256.575840102943,402.003168675305,193.979239603489,128,132.404550779135,278.190941830079
"ENSMUSG00000002608",498,677,498,487,707,576,604,469,524,468
"ENSMUSG00000002617",37.0137974953433,91.1972915297025,28.012409886242,79,81.026778465185,63,63,71,91,84.0374555451795
"ENSMUSG00000002625",439,1288,502,730,1118,680,1147,1030,685,916
"ENSMUSG00000002633",17,0,12,0,1,2,0,0,0,0
"ENSMUSG00000002635",73,146,112,114,147,131,101,94,122,100
"ENSMUSG00000002658",631,371,744,361,510,523,316,264,304,237
"ENSMUSG00000002660",298,422,483,304,519,528,409,303,362,283
"ENSMUSG00000002661",108,72,149,88,105,114,72,47,61,62
"ENSMUSG00000002664",0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000002668",330.203967835538,101.757040990422,26.1508198725131,106.786306080784,88.270860746265,154.088700100798,55.7213096519673,32.0032920921232,56.7065310132543,104.629123982069
"ENSMUSG00000002679",144,157,193,164,188,190,133,110,142,129
"ENSMUSG00000002688",29,878,109,357,531,313,681,640,808,592
"ENSMUSG00000002699",640.197151465529,145.26832471954,50.3211653604342,118.529611924191,113.412206037151,216.016589743043,84.3727242205398,41.0064692971238,49.0071036874867,116.003237093821
"ENSMUSG00000002718",638,736,782,696,725,717,560,490,581,465.036988782007
"ENSMUSG00000002728",343,576,557,454,586,605,442,413,494,368
"ENSMUSG00000002731",206,114,406,162,214,176,136,122,126,107
"ENSMUSG00000002732",20,23,12,11,23,23,20,12,14,21
"ENSMUSG00000002733",315,489.138233259488,399.266285317982,413,482.219620592448,468,399,375.004147074375,422.76018732539,354
"ENSMUSG00000002741",1376,919,2020,935,1151,1105,908,665,733,728
"ENSMUSG00000002748",1144.03114984965,2127.19810943954,1334.10615330911,1440.10131695834,1651.09874871734,1264.02417038972,1328.04397439378,1249.10898169483,1613.09303848409,1257.08665639069
"ENSMUSG00000002763",428,680,759,563,825,758,682,498,573,518
"ENSMUSG00000002767",295,253,582,242,355,418,281,188,222,180
"ENSMUSG00000002768",475,408,759,429,564,611,482,323,376,330
"ENSMUSG00000002769",255,380,204,237,400,279,697,358,356,760
"ENSMUSG00000002771",60,33,84,34,43,27,25,28,29,27
"ENSMUSG00000002778",1803,1930,2807,1833,2625,2203,2083,1644,1650,1438
"ENSMUSG00000002781",239.394667178181,181.146135294143,441.034410614333,187.335866677692,239.098806138373,203,176.790770208773,126.581544282739,145.027474773876,132.041892920018
"ENSMUSG00000002791",3,2,0,2,2.02623093571428,3.00025163327786,1,5,5,1
"ENSMUSG00000002797",65.0025000387264,75.000048267769,67.0000441202916,67.0023216540368,91.0000514539641,88,60.0003974761144,74.0023590639033,71.0001647140903,57.0000596890746
"ENSMUSG00000002799",58,439,118,348,517,340,430,337,385,310
"ENSMUSG00000002803",179,299,326,273,331,297,262,232,259,215
"ENSMUSG00000002804",135,80,210,126,166,146,117,74,89,75
"ENSMUSG00000002808",35,79,34,68,87,70,60,52,72,69
"ENSMUSG00000002812",1302,1342,1822,1047,1347,1207,1017,939,988,1013
"ENSMUSG00000002814",101,144,131,90,126,98,83,68,94,89
"ENSMUSG00000002820",554,489,1012,454,553,536,481,356,364,331
"ENSMUSG00000002825",90,211,138,105,135,143,222,133,175,210
"ENSMUSG00000002831",17,51,8,11,9,6,89,42,36,153
"ENSMUSG00000002833",332.108761595289,535.230751153285,370,287,494.078910132482,475.053313043079,584,353.005469901906,393,611.061164296867
"ENSMUSG00000002835",150,47.0005382328136,269.030256767508,77.0542323808644,51.0059069032022,104.639930241205,35.0039658912182,31.0124970069867,37,26.0040061908953
"ENSMUSG00000002844",329.409919950323,572.015821645717,372.924441665656,455.279430532018,629.068803999126,681.285770482,485.053512369839,442.115924897188,469.06528191267,364.036374671916
"ENSMUSG00000002845",314,806,449,628,1083,794,748,726,680,660
"ENSMUSG00000002846",194.511793902363,233.472198568998,298,205.48310520354,269.162135726695,252.451899864862,195,152.06732953453,207.047535884393,132
"ENSMUSG00000002847",7,20,5,11,17,22,12,11,13,11
"ENSMUSG00000002870",424.001598467892,170,457.000093467706,222,255,286,140,140,116,116.000415416978
"ENSMUSG00000002871",308,421,515,297,490,409,353,343,274,263
"ENSMUSG00000002881",630.024692286197,523.018859432191,512.185003952615,475.025421312747,535.019454798502,442.025200397931,411.024384239195,408.056544204245,459.022151209077,475.031379173007
"ENSMUSG00000002885",1021,626,265,420,543,936,492,299,321,589
"ENSMUSG00000002897",646.54959382891,439.382628694826,275.767682869727,383.030318686841,448.336414465369,468.456817574824,348.720125036808,318.274585702677,304.939885728186,334.820784388648
"ENSMUSG00000002900",76,123,44.0650536278736,126,199,174,116,96,112,103
"ENSMUSG00000002908",9,63.1489149054247,21,53,76.1893574105018,48,42,45.1559771635156,53.0008013931867,56
"ENSMUSG00000002910",97,135,131,95,151,138,217,121,118,202
"ENSMUSG00000002930",5.00047357939432,198.00866561264,16.0020641891105,55,74,114.010706093044,201.009973228765,98.0056185522165,88.0180832108723,105
"ENSMUSG00000002944",899,476,849,517,509,657,801,238,405,534
"ENSMUSG00000002948",489,856,505,627.469761516017,936.241166201826,642.385694330564,716.556511168908,609.103664018212,619.089457449397,608.459725315561
"ENSMUSG00000002949",533,298,883,310,356,436,319,249,253,226
"ENSMUSG00000002957",1867,1735,2695,1614,2189,1624,1796,1415,1577,1231
"ENSMUSG00000002963",243,244,280,207,255,309,199,165,201,182
"ENSMUSG00000002968",807.711910577179,1417.45130361048,1319.04484371127,951.021583104181,1694.09970180591,1265.06377106535,1421.02422281802,1156.00232979336,1114.15819686422,1030.53766936433
"ENSMUSG00000002980",158,364,182,376,466,456,508,256,241,302
"ENSMUSG00000002981",1839,1487,2882,1370,1776,1607,1214,1062,1162,1059
"ENSMUSG00000002983",473.158409720871,164.001389014504,409.013572680054,196,152.002828713738,234.014518908029,208,92,96.0012641291143,204
"ENSMUSG00000002984",547.131509214288,330.02987582727,1078,389.024907507177,447,597,364,281.026001090479,282.041548628987,280
"ENSMUSG00000002985",1740,3311,933,2359,3301,5623,3666,1420,1840,2166
"ENSMUSG00000002992",6786.55700460124,482,10870.745969058,2386,2546,3009.49398255756,369,65,258,62
"ENSMUSG00000002996",793,1150,919,980,1458,1068,1199,1003,1105,1083
"ENSMUSG00000002997",60,579,98,383,578,398,457,417,593,449
"ENSMUSG00000003031",855,1194,741,897,1178,909,850,835,926,755
"ENSMUSG00000003032",1005,256,1109.0275389718,342,459.549861005095,386.079380147066,247,102.187689653343,157,156
"ENSMUSG00000003033",520,648,516,497,745,625,582,477,467,452
"ENSMUSG00000003037",1893,857.012106872964,2402,986,1116,1275,788,637,721,650
"ENSMUSG00000003038",977.102056717763,1114.04033900776,1387.12239778,1226.47478685001,1316.35964984281,1694.88849974134,1015.83472946507,877.346032787762,972.095068137957,749.506114216912
"ENSMUSG00000003039",848.108010307335,851.164869879842,1259,822,1080.15018515071,1018.65299262152,839.911952533673,688.816185407866,751,691
"ENSMUSG00000003051",1845,300,4172,634,554,901,499,255,336,540
"ENSMUSG00000003053",377,139,1214,291,473,330,39,8,22,6
"ENSMUSG00000003062",177,261,312,243,290,270,226,198,201,176
"ENSMUSG00000003068",870,1333,1103,971,1285,1202,1129,964,921,992
"ENSMUSG00000003070",4,83,16,59,82,71,55,48,61,42
"ENSMUSG00000003072",3091,1137,5183,1491,1849,2342,1411,844,979,993
"ENSMUSG00000003099",866,920,1486,787,1038,954,788,750,737,767
"ENSMUSG00000003119",601,618,628,525,601,342,467,430,504,472
